"_tid_","T1","T2","T3","T4","T5","T6","T7","T8","T9"
"328","19.35666667","19.2","20.42666667","18.89","18.42666667","1.9","18.1","19.6","16.66666667"
"329","19.29","18.39","20.39","18.82333333","18.35666667","1.826666667","18.1","19.6","16.6"
"330","19.29","18.7","20.32333333","18.79","18.35666667","1.666666667","18.1","19.6","16.66666667"
"331","19.29","18.63333333","20.26","18.79","18.29","1.6","18.1","19.6","16.6"
"332","19.2","18.6","20.2","18.76","18.23","1.463333333","18.1","19.6","16.6"
"333","19.2","18.6","20.2","18.7","18.2","1.39","18.1","19.56666667","16.66666667"
"334","19.2","18.6","20.2","18.7","18.13333333","1.533333333","18.1","19.5","16.65"
"335","19.13333333","18.53333333","20.16666667","18.7","18.1","1.6","18.39","19.46333333","16.63333333"
"336","19.1","18.5","20.1","18.7","18.1","1.73","18.5","19.39","16.63333333"
"337","19.1","18.5","20.1","18.63333333","18","1.79","19.2","19.39","16.7"
"338","19.1","18.46333333","20","18.6","18","1.9","18.29","19.39","16.63333333"
"339","19","18.39","20","18.6","17.89","2.026666667","18.79","19.39","16.7"
"340","19","18.39","19.96333333","18.53333333","17.89","2.09","17.7","19.39","16.7"
"341","19","18.39","19.89","18.53333333","17.89","2.09","17.7","19.29","16.7"
"342","19","18.29","19.89","18.5","17.79","2.2","18.1","19.29","16.7"
"343","18.96333333","18.29","19.89","18.5","17.79","2.26","18.1","19.29","16.7"
"344","18.89","18.29","19.89","18.5","17.79","2.495","18.1","19.29","16.7"
"345","18.89","18.29","19.82333333","18.39","17.73","2.73","18.1","19.29","16.7"
"346","18.89","18.2","19.85666667","18.46333333","17.7","2.79","18.1","19.23","16.7"
"347","18.79","18.2","19.79","18.39","17.7","2.863333333","18.1","19.29","16.7"
"348","18.79","18.2","19.79","18.39","17.7","2.79","18.1","20.5","16.7"
"349","18.79","18.2","19.79","18.39","17.7","2.933333333","18.1","20.5","16.7"
"350","18.79","18.13333333","19.79","18.39","17.7","3","18.1","19.2","16.7"
"351","18.76","18.1","19.79","18.35666667","17.63333333","3.09","18.1","19.13333333","16.7"
"352","18.7","18.1","19.79","18.29","17.6","3.09","18.1","19.16666667","16.7"
"353","18.7","18.1","19.79","18.29","17.6","3.06","18.1","19.16666667","16.7"
"354","18.7","18.03333333","19.79","18.29","17.56666667","3.06","18.1","19.1","16.7"
"355","18.7","18.1","19.7225","18.29","17.5","3","18.05","19.1","16.7"
"356","18.7","18.1","19.7","18.29","17.5","3","18.1","19.1","16.7"
"357","18.66666667","18","19.7","18.29","17.5","3.03","18.03333333","19.1","16.7"
"358","18.6","18","19.7","18.23","17.46333333","3.09","18","19","16.73"
"359","18.6","18","19.7","18.2","17.46333333","3.09","18","19","16.73"
"360","18.6","18","19.7","18.2","17.445","3.09","18","19.03333333","17.79"
"361","18.6","17.96333333","19.7","18.2","17.39","3.09","18","19.03333333","17.6"
"362","18.6","17.89","19.7","18.2","17.39","3.09","18","19","17.6"
"363","18.53333333","17.89","19.7","18.2","17.39","3.09","18","19","16.73"
"364","18.5","17.89","19.76","18.39","17.39","3.126666667","18","19","16.73"
"365","18.5","17.89","19.79","19.29","17.35666667","3.26","18","18.9175","16.79"
"366","18.5","17.89","19.79","18.1","17.35666667","3.5","18","18.89","16.7"
"367","18.5","17.79","19.79","18.2","17.35666667","3.56","18","18.89","16.7"
"368","18.46333333","17.84","19.79","18.39","17.29","3.73","18","18.89","16.79"
"369","18.39","17.79","19.79","18.1","17.29","3.79","18","18.89","16.73"
"370","18.39","17.79","19.79","18.1","17.29","3.9","17.96333333","18.89","16.7"
"371","18.39","17.79","19.79","18.1","17.29","3.9","17.96333333","18.85666667","16.7"
"372","18.39","17.79","19.79","18","17.29","3.863333333","18","18.79","16.745"
"373","18.39","17.79","19.76","18","17.29","3.79","18","18.82333333","16.79"
"374","18.39","17.79","19.7","18.06666667","17.29","3.79","18","18.89","16.79"
"375","18.39","17.79","19.63333333","18.4","17.23","3.79","17.89","18.79","16.76"
"376","18.39","17.79","19.6","18.73","17.23","3.79","17.89","18.73","16.7"
"377","18.39","17.79","19.53333333","18.79","17.2","3.79","17.89","18.7","16.7"
"378","18.39","17.76","19.5","18.79","17.2","3.79","17.82333333","18.7","16.7"
"379","18.39","17.7","19.5","18.73","17.2","3.79","17.79","18.6","16.7"
"380","18.39","17.7","19.46333333","18.7","17.2","3.863333333","17.79","18.66666667","16.7"
"381","18.39","17.7","19.39","18.7","17.2","3.79","17.79","18.6","16.7"
"382","18.39","17.7","19.35666667","18.65","17.2","3.73","17.79","18.53333333","16.7"
"383","18.39","17.7","19.29","18.6","17.2","3.1","17.7","18.5","16.7"
"384","18.39","17.79","19.29","18.6","17.2","2.766666667","17.7","18.5","16.7"
"385","18.42666667","17.79","19.29","18.56666667","17.26","2.5","17.63333333","18.42666667","16.7"
"386","18.5","17.92666667","19.29","18.5","17.29","2.433333333","17.63333333","18.39","16.7"
"387","18.53333333","18.025","19.29","18.5","17.35666667","2.363333333","17.6","18.39","16.7"
"388","18.53333333","18.1","19.16666667","18.56666667","17.39","2.29","17.6","18.35666667","16.745"
"389","18.6","18.23","19.16666667","18.63333333","17.46333333","2.29","17.6","18.29","16.79"
"390","18.66666667","18.29","19.23","18.7","17.5","2.29","17.53333333","18.29","16.79"
"391","18.7","18.39","19.29","18.7","17.5","2.29","17.5","18.29","16.79"
"392","18.7","18.39","19.26","18.7","17.39","2.29","17.5","18.23","16.89"
"393","18.79","18.5","19.32","18.7","17.32333333","2.4","17.5","18.23","17.6"
"394","18.79","21.89","19.69333333","18.76","17.26","2.433333333","17.5","18.2","17.1"
"395","18.82333333","18.39","20.19666667","18.79","17.2","2.5","17.42666667","18.2","16.89"
"396","18.9175","17.79","20.59666667","18.79","17.2","2.626666667","17.46333333","18.16666667","17.2"
"397","19","19.79","20.99333333","18.79","17.2","2.7","17.5","18.1","19.39"
"398","19.1","17.7","21.32666667","18.79","17.2","2.826666667","20","18.1","19.5"
"399","19.16666667","19.03333333","21.63333333","18.89","17.2","2.966666667","17.5","18.1","16.89"
"400","19.36","19.16666667","21.76","19.2","17.2","3.066666667","17.39","18.1","16.92666667"
"401","19.56666667","19.32333333","21.79","18.85666667","17.1","3.26","17.39","18.03333333","17.1"
"402","19.73","19.46333333","21.73","18.89","17.1","3.433333333","17.39","18","17"
"403","19.99666667","19.63333333","20.79","18.1","17.1","3.5","17.39","18","17"
"404","20.1","19.7","21.56666667","18.89","17.1","3.53","17.39","18","17"
"405","20.16666667","19.79","21.86","17.89","17.1","3.53","17.39","18","17.06666667"
"406","20.36","19.8925","22.06666667","18.89","17.1","3.433333333","17.39","18","17.1"
"407","20.56666667","20.06666667","22.23","18.89","17.1","3.433333333","17.39","18","17.1"
"408","20.82333333","20.13333333","22.29","18.85666667","17.1","3.53","17.42666667","18","17.1"
"409","20.96333333","20.26","22.39","18.85666667","17.1","3.6175","17.42666667","18.03333333","17.1"
"410","21.1","20.29","22.32333333","18.92666667","17.1","3.833333333","17.42666667","18.1","17.15"
"411","21.16666667","20.29","22.16666667","19","17.1","4.16","17.4175","18.03333333","17.2"
"412","21.2","20.39","22.025","19.1","17.03333333","4.366666667","17.39","18.1","17.2"
"413","21.2","20.46333333","21.92666667","19.1","17.1","4.563333333","17.5","18.03333333","17.2"
"414","21.23","20.5","20.7","20.1","17.1","4.83","17.5","18.1","17.26"
"415","21.29","20.56666667","20.39","19.1","17.03333333","5.063333333","17.5","18.06666667","17.26"
"416","21.35666667","20.6","20.29","19.1","17.03333333","5.263333333","17.5","18","17.2"
"417","21.35666667","20.6","20.29","19.03333333","17.05","5.263333333","17.5","18","17.2"
"418","21.35666667","20.73","20.5","19","17.06666667","5.123333333","17.5","18","17.2"
"419","21.5","20.79","20.6","18.9175","17","5.123333333","17.39","18","17.2"
"420","21.5","20.89","20.6","18.89","17.03333333","5.123333333","17.46333333","18","17.2"
"421","21.6","20.96333333","21.42666667","18.89","17.1","5.123333333","17.39","18","17.2"
"422","21.6","21","21.39","18.82333333","17.1","5.263333333","17.39","17.92666667","17.13333333"
"423","21.6","21.06666667","21.39","18.79","17.1","5.433333333","17.39","17.89","17.1"
"424","21.6","21.1","21.39","18.79","17.1","5.433333333","17.39","17.89","17.1"
"425","21.53333333","21.075","21.32333333","18.76","17.1","5.366666667","17.39","17.89","17.1"
"426","21.53333333","21","21.29","18.76","17.1","5.2725","17.39","17.89","17.1"
"427","21.5","21","21.23","18.7","17.1","5.263333333","17.39","17.89","17.1"
"428","21.5","20.92666667","21.2","18.7","17.1","5.333333333","17.39","17.89","17.03333333"
"429","21.39","20.89","21.13333333","18.7","17.1","5.4","17.39","17.96333333","17.1"
"430","21.39","20.82333333","21.16333333","18.7","17.1","5.263333333","17.4175","18","17.06666667"
"431","21.39","20.79","21.4175","18.7","17.1","5.123333333","17.56666667","24.1","17"
"432","21.46333333","20.85666667","21.66666667","18.7","17.1","4.966666667","17.6","22.79","17"
"433","21.63333333","20.92666667","21.96","18.63333333","17.1","4.833333333","17.66666667","22.7","17"
"434","21.76","21.13333333","22.16666667","18.7","17.1","4.8","17.7","19.1","17"
"435","21.945","21.29","22.42666667","18.7","17.1","4.726666667","17.7","20.1","17"
"436","22","21.35666667","22.56666667","18.76","17.1","4.56","17.7","18.42666667","17"
"437","20","21.5","22.6","18.5","17.1","4.56","17.63333333","18.5","17"
"438","22.1","21.56666667","19.79","21.2","17.1","4.59","17.7","18.6","17"
"439","21.06666667","21.63333333","22.39","18.79","17.1","4.656666667","18.6","18.6","17"
"440","21.39","21.7","20.79","18.79","17.1","4.69","18.7","18.7","16.92666667"
"441","20.1","21.7","22.26","18.79","17.1","4.623333333","18.5","18.76","16.92666667"
"442","21.6","21.7","22.2","18.79","17.1","4.466666667","17.7","18.79","16.89"
"443","19.85666667","21.7","22.16666667","18.79","17.1","4.2975","17.7","18.82333333","16.89"
"444","22.2","21.7","22.1","18.79","17.1","4.19","18.5","18.82333333","16.89"
"445","22.26","21.7","22.1","18.79","17.1","4.263333333","19.29","18.89","16.89"
"446","22.32333333","21.7","22.1","18.79","17.1","4.19","18.5","18.89","16.89"
"447","20.79","21.73","22","18.79","17.1","3.966666667","18.5","19","16.865"
"448","22.73","21.79","22.06666667","18.89","17.1","3.9","18.5","18.92666667","16.85666667"
"449","22.79","21.82333333","22.06666667","18.89","17.2","3.933333333","17.7","18.92666667","16.89"
"450","22.79","21.89","22","18.96333333","17.2","4","17.7","19","16.96333333"
"451","19.5","21.79","22","18.89","17.63333333","4","17.83333333","19.1","16.98166667"
"452","21.2","21.79","22","18.96333333","19.3","4","18.36666667","19.1","17"
"453","20.79","21.7","22","18.89","18.66","4.123333333","18.86","19.1","17"
"454","21.2","21.7","22","18.96333333","18.4","4.19","19.13333333","19.16666667","17"
"455","21.2","21.7","22","18.89","18.795","4.3","19.32333333","19.23","17"
"456","21.2","21.76","21.92666667","18.89","19.13","4.3","19.39","19.29","16.96333333"
"457","21","21.79","21.92666667","19.0225","19.32333333","4.19","19.53333333","19.42666667","16.89"
"458","21","21.79","21.89","19.26","19.32333333","4.123333333","19.66666667","19.5","16.89"
"459","22.79","19.79","21.89","19.29","19.39","3.895","19.66666667","19.7","16.89"
"460","22.79","19.5","21.79","19.23","19.53333333","3.663333333","19.53333333","19.76","17.89"
"461","22.79","17.6","21.79","19.2","19.6","3.59","19.35666667","19.79","18"
"462","22.79","19.29","21.79","19.2","19.7","3.626666667","19.23","19.79","19.6"
"463","22.92666667","22.1","21.73","19.2","19.56666667","3.7","19.1","19.73","18"
"464","23.06666667","22.175","21.66666667","19.13333333","19.29","3.663333333","19.03333333","19.7","18"
"465","23.2","22.26","21.6","19.1","20.39","3.463333333","19","19.7","17.89"
"466","23.26","22.39","21.56666667","19.03333333","18.6","2.96","18.92666667","19.7","18.6"
"467","23.39","22.46333333","21.5","19","19.1","2.5","18.89","19.7","17.1"
"468","23.39","22.6","21.46333333","18.92666667","19.2","2.133333333","18.29","19.7","17.1"
"469","23.5","22.66666667","21.39","18.89","18.89","1.933333333","18.79","19.7","17.1"
"470","23.56666667","22.7","21.39","18.82333333","18.79","1.79","18.7","19.7","17.1"
"471","23.6","22.7","21.39","18.79","18.79","1.73","18.7","19.7","17.1"
"472","23.6","22.73","21.32333333","18.79","18.79","1.566666667","18.66666667","19.7","17.1"
"473","23.6","22.79","21.26","18.76","18.73","1.5","18.5","19.7","17.1"
"474","23.66666667","22.79","21.2","18.7","18.745","1.39","18.5","19.7","17.1"
"475","23.7","22.79","21.2","18.7","18.7","1.39","18.5","19.7","17.1"
"476","23.7","22.79","21.2","18.7","18.63333333","1.39","18.5","19.66666667","17.1"
"477","23.7","22.79","21.2","18.7","18.7","1.133333333","18.5","19.6","17.1"
"478","23.79","22.79","21.2","18.66666667","18.63333333","0.866666667","18.6","19.56666667","17.1"
"479","23.79","19.5","21.2","18.6","18.66666667","0.666666667","18.6","19.5","17.6"
"480","23.79","22.79","21.2","18.6","18.6","0.6","18.6","19.5","15.89"
"481","23.73","22.79","21.2","18.6","18.6","0.5","18.6","19.5","18.5"
"482","23.7","22.79","21.2","18.56666667","18.6","0.5","18.56666667","19.5","18"
"483","23.7","22.79","21.2","18.5","18.6","0.533333333","18.5","19.5","18.5"
"484","23.7","22.7","21.2","18.5","18.6","0.6","18.5","19.5","17.2"
"485","23.63333333","22.7","21.2","18.5","18.6","0.633333333","18.5","19.39","17.2"
"486","23.6","22.7","21.2","18.5","18.53333333","0.7","18.5","19.39","17.2"
"487","23.6","22.6","21.2","18.5","18.5","0.833333333","18.5","19.39","17.2"
"488","23.5","22.6","21.2","18.5","18.5","0.9","18.5","19.39","17.2"
"489","23.42666667","22.5","21.2","18.5","18.5","1.033333333","18.5","19.39","17.2"
"490","23.39","22.42666667","21.2","18.46333333","18.5","1.166666667","18.5","19.39","17.2"
"491","23.32333333","22.39","21.2","18.39","18.5","1.29","18.5","19.39","17.26"
"492","23.29","22.32333333","21.23","18.39","18.5","1.323333333","18.5","19.39","17.23"
"493","23.23","22.26","21.29","18.39","18.46333333","1.39","18.5","19.39","17.29"
"494","23.2","22.2","21.26","18.39","18.39","1.39","18.5","19.39","17.29"
"495","23.13333333","22.16666667","21.2","18.39","18.39","1.463333333","18.5","19.39","17.29"
"496","23.1","22.1","21.23","18.39","18.39","1.633333333","18.5","19.39","17.29"
"497","23","22","21.29","18.32333333","18.39","1.833333333","18.5","19.35666667","17.29"
"498","22.92666667","21.92666667","21.29","18.39","18.35666667","1.933333333","18.5","19.29","17.29"
"499","22.89","21.89","21.29","18.39","18.35666667","2","18.5","19.29","17.29"
"500","22.82333333","21.82333333","20.2","18.32333333","18.29","2","18.5","19.29","17.29"
"501","22.79","21.76","22.29","18.32333333","18.29","1.933333333","18.5","19.29","17.29"
"502","22.73","21.7","20.89","18.32333333","18.29","1.9","18.5","19.29","17.29"
"503","22.66666667","21.7","_nan_","18.29","18.29","_nan_","18.46333333","19.29","17.29"
"504","22.6","21.625","_nan_","18.29","18.29","_nan_","18.46333333","19.29","17.29"
"505","22.56666667","21.53333333","_nan_","18.29","18.29","_nan_","18.39","19.29","17.32333333"
"506","22.5","21.5","_nan_","18.29","18.26","_nan_","18.39","19.29","17.32333333"
"507","22.39","21.42666667","_nan_","18.23","18.2","_nan_","18.39","19.29","17.32333333"
"508","22.39","21.39","21.29","18.23","18.2","_nan_","18.39","19.26","17.39"
"509","22.35666667","21.32333333","21.29","18.2","18.2","2.4","18.39","19.2","17.39"
"510","22.29","21.29","21.29","18.2","18.2","2.4","18.39","19.2","17.39"
"511","22.2","21.29","21.29","18.2","18.2","2.4","18.39","19.2","17.39"
"512","22.2","21.2","21.29","18.2","18.16666667","2.4","18.5","19.2","17.39"
"513","22.16666667","21.2","21.29","18.2","18.1","2.4","18.5","19.2","17.39"
"514","22.1","21.1","21.29","18.2","18.1","2.466666667","18.39","19.1","19.39"
"515","22.06666667","21.1","21.29","18.13333333","18.1","2.5","18.39","19.1","17.89"
"516","22","21","21.29","18.13333333","18.1","2.5","18.42666667","19.13333333","17.89"
"517","21.92666667","21","21.26","18.13333333","18.1","2.5","18.5","19.13333333","17.42666667"
"518","21.89","20.96333333","21.2","18.1","18.1","2.433333333","18.5","19.16666667","17.42666667"
"519","21.89","20.89","21.2","18.1","18","2.4","18.5","19.1","17.46333333"
"520","21.85666667","20.89","21.2","18.1","18","2.4","18.46333333","19.1","17.46333333"
"521","21.79","20.82333333","21.13333333","18.1","18","2.4","18.39","19.06666667","17.39"
"522","21.63333333","20.29666667","20.66666667","18.7","18","2.4","18.39","19","17.39"
"523","21.36","19.63","19.59333333","19.39","18","2.4","18.39","19","17.39"
"524","21.06666667","19.15","19.32666667","20.1","17.92666667","2.433333333","18.29","19","17.39"
"525","21","19.32333333","19.66333333","18.89","17.89","2.5","18.29","18.92666667","17.39"
"526","20.89","19.53","19.93","18.89","17.89","2.53","18.245","18.92666667","17.29"
"527","20.89","19.66","20.05","19.7","17.89","2.59","18.16666667","18.89","17.29"
"528","19.39","19.7","20.1","18.39","17.89","2.56","18.1","20.89","17.29"
"529","20.7","19.7","20.1","19.69333333","17.89","2.5","18.1","21.6","17.29"
"530","20.76","19.79","20.2","20.06666667","17.82333333","2.59","18.1","20.5","17.29"
"531","20.76","19.85666667","20.2","20.32666667","17.85666667","2.59","18.06666667","22.2","17.29"
"532","20.79","19.92666667","20.2","20.5","17.84","2.7","18","22.89","17.29"
"533","20.79","20","20.2","20.35666667","17.79","2.76","18","18.7","17.29"
"534","20.89","20.03333333","20.2","20.29","17.79","2.73","18","18.7","17.29"
"535","20.89","20.1","20.26","20.2","17.79","2.863333333","17.96333333","18.7","17.29"
"536","20.89","20.2","20.32333333","20.13333333","17.79","3.03","17.79","18.63333333","17.29"
"537","20.89","20.2","20.32333333","20.1","17.79","3.09","19.39","18.6","17.29"
"538","20.89","20.29","20.39","20.10308642","17.79","3.126666667","17.89","18.6","17.29"
"539","20.92666667","20.29","20.39","20.10617284","17.79","3.2","17.89","18.6","17.29"
